,address,district,rooms,size,level,max_levels,price,lat,lng
1143,"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,3,70.0,5,9,55000,41.274633,69.200587
1144,"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,1,34.0,4,5,27500,41.274633,69.200587
1145,"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,1,34.0,1,4,30500,41.274633,69.200587
1146,"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,2,58.0,7,9,32000,41.2953086,69.182706
1147,"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,3,75.0,5,5,48000,41.2953086,69.182706
1148,"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,2,48.0,5,5,29800,41.2953086,69.182706
1149,"город Ташкент, Uchtepa район, Чиланзар 14-й квартал",Uchtepa,3,67.0,2,4,49500,41.2962523,69.1909015
1150,"город Ташкент, Uchtepa район, Чиланзар 14-й квартал",Uchtepa,2,50.0,2,4,33999,41.2962523,69.1909015
1151,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,3,140.0,4,5,175000,41.2829494,69.1968618
1152,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,2,47.0,4,4,32000,41.2829494,69.1968618
1153,"город Ташкент, Uchtepa район, Чиланзар квартал Г9А",Uchtepa,2,46.0,4,4,29500,41.2729489,69.1916465
1154,"город Ташкент, Uchtepa район, Чиланзар квартал Г9А",Uchtepa,2,38.0,4,4,31000,41.2729489,69.1916465
1155,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,47.0,4,4,32500,41.2894422,69.2058023
1156,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,45.0,4,4,35500,41.2948119,69.2087824
1157,"город Ташкент, Chilonzor район, Чиланзар 4-й квартал",Chilonzor,3,65.0,4,4,42000,41.2837307,69.2169777
1158,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",Uchtepa,1,43.0,3,4,43800,41.2978921,69.1804708
1159,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,2,42.0,3,4,35500,41.2807837,69.223683
1160,"город Ташкент, Uchtepa район, Такачи",Uchtepa,2,54.0,3,5,37000,41.3178861,69.1566894
1161,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,60.0,5,9,63000,41.2948119,69.2087824
1162,"город Ташкент, Uchtepa район, Изза",Uchtepa,3,80.0,4,9,53000,41.2821153,69.1576663
1163,"город Ташкент, Chilonzor район, Кирк-Киз",Chilonzor,3,90.0,9,9,56000,41.2754647,69.2194973
1164,"город Ташкент, Uchtepa район, Гулистон",Uchtepa,4,80.0,3,4,75000,41.2978921,69.1804708
1165,"город Ташкент, Uchtepa район, Гулистон",Uchtepa,4,105.0,8,9,55000,41.2978921,69.1804708
1166,"город Ташкент, Uchtepa район, Гулистон",Uchtepa,3,91.0,4,9,47000,41.2978921,69.1804708
1167,"город Ташкент, Uchtepa район, Гулистон",Uchtepa,2,60.0,1,4,56000,41.2978921,69.1804708
1168,"город Ташкент, Shayhontohur район, Хадра",Shayhontohur,2,58.0,2,4,49000,41.3242925,69.2505036
1169,"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,2,53.0,5,5,37000,41.322142,69.303611
1170,"город Ташкент, Uchtepa район, Чиланзар 14-й квартал",Uchtepa,2,48.0,3,4,34500,41.2962523,69.1909015
1171,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,2,54.0,3,5,39000,41.2867929,69.1789807
1172,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,1,43.0,9,9,24500,41.2867929,69.1789807
1173,"город Ташкент, Uchtepa район, Чиланзар 22-й квартал",Uchtepa,4,84.0,4,4,60000,41.2879715,69.1692951
1174,"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",Uchtepa,2,47.0,2,4,31500,41.2924208,69.1737654
1175,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,2,50.0,2,4,30500,41.2657122,69.1819609
1176,"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",Uchtepa,4,96.0,5,5,54000,41.2924208,69.1737654
1177,"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",Chilonzor,4,130.0,6,9,75000,41.271386,69.1961168
1178,"город Ташкент, Uchtepa район, Чиланзар 13-й квартал",Uchtepa,3,67.0,2,5,58000,41.290141,69.1871763
1179,"город Ташкент, Uchtepa район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,3,92.0,4,4,55000,41.2902787,69.1839655
1180,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,46.0,2,4,35000,41.2894422,69.2058023
1181,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,43.0,2,4,32500,41.2948119,69.2087824
1182,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,2,44.0,1,4,36000,41.2857552,69.2117625
1183,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,1,30.0,4,4,27000,41.2857552,69.2117625
1184,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,3,55.0,4,4,48500,41.2807837,69.223683
1185,"город Ташкент, Sergeli район, Сергели-VIII",Sergeli,6,140.0,9,9,55000,41.210633,69.2281531
1186,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,4,80.0,3,5,71000,41.2797359,69.1670599
1187,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,3,57.0,1,4,38500,41.2797359,69.1670599
1188,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,2,48.0,2,5,30500,41.2797359,69.1670599
1189,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,3,72.0,1,4,62000,41.2814223,69.1760005
1190,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,3,72.0,5,5,40000,41.2814223,69.1760005
1191,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,2,47.0,2,4,32000,41.2814223,69.1760005
1192,"город Ташкент, Uchtepa район, Чиланзар 22-й квартал",Uchtepa,2,52.0,4,4,39000,41.2879715,69.1692951
1193,"город Ташкент, Uchtepa район, Чиланзар 22-й квартал",Uchtepa,2,48.0,2,4,35500,41.2879715,69.1692951
1194,"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",Uchtepa,1,40.0,1,4,23500,41.2924208,69.1737654
1195,"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",Uchtepa,1,34.0,4,4,24000,41.2924208,69.1737654
1196,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,2,56.0,4,5,40000,41.2657122,69.1819609
1197,"город Ташкент, Chilonzor район, Чиланзар квартал 20А",Chilonzor,3,73.0,1,4,45000,41.259418,69.1804708
1198,"город Ташкент, Chilonzor район, Чиланзар квартал 20А",Chilonzor,2,64.0,5,5,37000,41.259418,69.1804708
1199,"город Ташкент, Chilonzor район, Чиланзар-20",Chilonzor,3,96.0,4,4,49000,41.259418,69.1804708
1200,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,3,68.0,2,4,43000,41.2657122,69.1819609
1201,"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",Chilonzor,3,104.0,9,9,60000,41.2710841,69.1849411
1202,"город Ташкент, Uchtepa район, Чиланзар 13-й квартал",Uchtepa,3,72.0,3,5,58000,41.290141,69.1871763
1203,"город Ташкент, Chilonzor район, Шарк",Chilonzor,2,58.0,4,4,32000,41.300608,69.227256
1204,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,3,66.0,1,3,50500,41.2807837,69.223683
1205,"город Ташкент, Mirobod район, Таллимаржон",Mirobod,3,68.0,4,5,43000,41.2962915,69.2844476
1206,"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",Chilonzor,3,65.0,5,5,51000,41.2847707,69.2288981
1207,"город Ташкент, Mirobod район, Госпитальный",Mirobod,3,85.0,9,9,59800,41.295316,69.275364
1208,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,47.0,1,4,36000,41.2948119,69.2087824
1209,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,1,30.0,4,4,31000,41.2948119,69.2087824
1210,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,3,77.0,5,5,94000,41.2857552,69.2117625
1211,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,1,20.0,2,5,19000,41.2857552,69.2117625
1212,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,2,52.0,1,4,39500,41.2916859,69.2177228
1213,"город Ташкент, Uchtepa район, Зарафшанская",Uchtepa,4,112.0,1,3,90000,41.2978921,69.1804708
1214,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,3,68.0,4,4,36000,41.2807837,69.223683
1215,"город Ташкент, Chilonzor район, Богистон",Chilonzor,3,75.0,6,9,65000,41.2999039,69.2024657
1216,"город Ташкент, Shayhontohur район, Гульхани",Shayhontohur,1,34.0,4,4,26000,41.3011445,69.2141965
1217,"город Ташкент, Uchtepa район, Чиланзар квартал Г9А",Uchtepa,1,34.0,4,4,23500,41.2729489,69.1916465
1218,"город Ташкент, Chilonzor район, Наккашлык",Chilonzor,1,17.0,5,9,12000,41.259418,69.1804708
1219,"город Ташкент, Uchtepa район, Чиланзар 22-й квартал",Uchtepa,1,22.0,4,4,15500,41.2879715,69.1692951
1220,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,1,30.0,4,5,25000,41.2948119,69.2087824
1221,"город Ташкент, Uchtepa район, Гулистон",Uchtepa,6,135.0,3,9,100000,41.2978921,69.1804708
1222,"город Ташкент, Chilonzor район, Аль-Хорезми-2",Chilonzor,4,84.0,4,4,62000,41.260048,69.162198
1223,"город Ташкент, Chilonzor район, Наккашлык",Chilonzor,4,80.0,4,4,55000,41.259418,69.1804708
1224,"город Ташкент, Uchtepa район, Гулистон",Uchtepa,3,70.0,3,9,42000,41.2978921,69.1804708
1225,"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",Uchtepa,3,67.0,4,5,47000,41.2771751,69.1789807
1226,"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",Uchtepa,3,68.0,2,4,45000,41.2924208,69.1737654
1227,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",Uchtepa,3,70.0,3,9,44000,41.2978921,69.1804708
1228,"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",Chilonzor,2,50.0,4,4,34000,41.271386,69.1961168
1229,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,2,45.0,4,4,37000,41.2657122,69.1819609
1230,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,4,100.0,9,9,48000,41.2657122,69.1819609
1231,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,2,47.0,4,4,28500,41.2657122,69.1819609
1232,"город Ташкент, Uchtepa район, Изза",Uchtepa,4,96.0,5,9,52500,41.2821153,69.1576663
1233,"город Ташкент, Uchtepa район, 1-й проезд Изза",Uchtepa,4,100.0,8,9,50000,41.2821153,69.1576663
1234,"город Ташкент, Uchtepa район, Гулистон",Uchtepa,2,54.0,1,5,42000,41.2978921,69.1804708
1235,"город Ташкент, Chilonzor район, Алгоритм",Chilonzor,4,98.0,5,9,67000,41.2606228,69.1638237
1236,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",Uchtepa,4,95.0,9,9,49000,41.2978921,69.1804708
1237,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",Uchtepa,3,71.0,3,9,52000,41.2978921,69.1804708
1238,"город Ташкент, Uchtepa район, Чиланзар 30-й квартал",Uchtepa,4,90.0,3,5,62000,41.2978921,69.1804708
1239,"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,4,102.0,5,5,70000,41.2798237,69.2058023
1240,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,3,65.0,4,4,47000,41.2916859,69.2177228
1241,"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",Chilonzor,5,120.0,1,4,87000,41.2710841,69.1849411
1242,"город Ташкент, Shayhontohur район, Гульхани",Shayhontohur,4,94.0,1,9,92000,41.3011445,69.2141965
1243,"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,4,160.0,9,9,85000,41.2798237,69.2058023
1244,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,3,63.0,1,4,68998,41.2770171,69.1909015
1245,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,2,48.0,5,5,27000,41.2814223,69.1760005
1246,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,2,42.0,4,4,31000,41.2657122,69.1819609
1247,"город Ташкент, Mirobod район, Учувчилар",Mirobod,3,68.0,3,4,34000,41.269586,69.2825385
1248,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,1,35.0,1,4,41000,41.2770171,69.1909015
1249,"город Ташкент, Mirobod район, Абдурауфа Фитрата",Mirobod,3,68.0,3,4,34000,41.2679301,69.294961
1250,"город Ташкент, Olmzor район, Каракамыш-2/3",Olmzor,2,59.6,6,9,32000,41.3597078,69.2094809
1251,"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",Chilonzor,3,65.0,3,4,47500,41.2847707,69.2288981
1252,"город Ташкент, Yashnobod район, 1-й проезд Авиасозлар",Yashnobod,1,40.0,2,4,22999,41.2896055,69.3434849
1253,"город Ташкент, Chilonzor район, Арнасай",Chilonzor,1,27.0,3,3,19500,41.2759136,69.2245267
1254,"город Ташкент, Mirzo Ulugbek район, 1-й проезд Бузбазар",Mirzo Ulugbek,1,30.0,2,5,25200,41.3292204,69.3473509
1255,"город Ташкент, Mirzo Ulugbek район, Карасу 3-й квартал",Mirzo Ulugbek,4,96.0,1,5,88000,41.3326551,69.3689542
1256,"город Ташкент, Shayhontohur район, Жангох",Shayhontohur,5,140.0,7,9,95000,41.3289182,69.2527386
1257,"город Ташкент, Yashnobod район, 1-й проезд Авиасозлар",Yashnobod,2,42.0,3,4,29600,41.2896055,69.3434849
1258,"город Ташкент, Uchtepa район, Изза",Uchtepa,4,100.0,9,9,52000,41.2821153,69.1576663
1259,"город Ташкент, Yunusobod район, Юнусабад 11-й квартал",Yunusobod,4,125.0,8,8,150000,41.3700057,69.2892434
1260,"город Ташкент, Yunusobod район, 1-й проезд Октепа",Yunusobod,1,38.0,5,5,23500,41.3116519,69.1838618
1261,"город Ташкент, Mirzo Ulugbek район, Алтынтепа",Mirzo Ulugbek,3,78.27,4,9,50670,41.3292204,69.3473509
1262,"город Ташкент, Mirobod район, Фуркат",Mirobod,4,90.0,5,5,43500,41.3112812,69.2429048
1263,"город Ташкент, Mirobod район, Янгизамон",Mirobod,4,90.0,2,9,52000,41.2759614,69.2953473
1264,"город Ташкент, Shayhontohur район, Гульхани",Shayhontohur,3,54.0,3,4,40000,41.3011445,69.2141965
1265,"город Ташкент, Yunusobod район, Кашкар",Yunusobod,4,122.0,8,8,132000,41.3197131,69.2773236
1266,"город Ташкент, Chilonzor район, Чиланзар квартал Е",Chilonzor,3,78.0,5,9,58000,41.259418,69.1804708
1267,"город Ташкент, Mirobod район, Янгизамон",Mirobod,3,75.0,2,9,46000,41.2759614,69.2953473
1268,"город Ташкент, Yunusobod район, Кашкар",Yunusobod,4,135.0,2,5,130000,41.3197131,69.2773236
1269,"город Ташкент, Mirobod район, Сайхун",Mirobod,4,90.0,4,9,55000,41.285135,69.300233
1270,"город Ташкент, Chilonzor район, Наккошлык",Chilonzor,3,75.0,4,4,49800,41.259418,69.1804708
1271,"город Ташкент, Yunusobod район, Юнусабад 11-й квартал",Yunusobod,3,65.5,1,4,55000,41.3700057,69.2892434
1272,"город Ташкент, Olmzor район, 1-й проезд Нозимахоним",Olmzor,3,110.0,1,2,55000,41.3539187,69.1953608
1273,"город Ташкент, Mirobod район, Абдурауфа Фитрата",Mirobod,3,68.0,1,4,39500,41.2679301,69.294961
1274,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,1,32.0,3,4,27000,41.2770171,69.1909015
1275,"город Ташкент, Mirobod район, Фуркат",Mirobod,2,52.0,2,4,35500,41.3112812,69.2429048
1276,"город Ташкент, Chilonzor район, Парус гепермаркет",Chilonzor,2,65.0,4,9,45500,41.2919198,69.2109705
1277,"город Ташкент, Uchtepa район, Чиланзар 22-й квартал",Uchtepa,2,50.0,1,5,34500,41.2879715,69.1692951
1278,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,1,28.0,4,4,23500,41.2807837,69.223683
1279,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,55.0,5,5,35000,41.3215876,69.3230626
1280,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,50.0,5,5,35000,41.3215876,69.3230626
1281,"город Ташкент, Mirobod район, Улица Нукусская, магазин Гламур",Mirobod,3,130.0,9,12,90000,41.2986478,69.2884405
1282,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,4,84.0,3,5,63000,41.2814223,69.1760005
1283,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,42.0,2,5,33500,41.3215876,69.3230626
1284,"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,3,68.0,1,4,48000,41.274633,69.200587
1285,"город Ташкент, Yunusobod район, Юнусабад 7-й квартал",Yunusobod,2,50.0,2,4,30500,41.3716355,69.2691287
1286,"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,3,100.0,5,5,99000,41.2818558,69.2552666
1287,"город Ташкент, Mirzo Ulugbek район, жилой комплекс Akay City",Mirzo Ulugbek,3,83.0,5,8,110000,41.3201651,69.2951929
1288,"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",Uchtepa,4,105.0,1,4,82000,41.281265,69.1879213
1289,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,4,80.0,2,4,70000,41.314662,69.293391
1290,"город Ташкент, Uchtepa район, Чиланзар 14-й квартал",Uchtepa,2,42.0,4,4,28500,41.2962523,69.1909015
1291,"город Ташкент, Shayhontohur район, 1-й проезд Козиробод",Shayhontohur,3,103.0,2,8,63000,41.2773103,69.2152083
1292,"город Ташкент, Yunusobod район, Юнусабад 4-й квартал",Yunusobod,5,110.0,9,9,58000,41.3653679,69.2773236
1293,"город Ташкент, Shayhontohur район, 1-й проезд Аль-Хорезми",Shayhontohur,3,90.0,1,5,105000,41.3453662,69.1988148
1294,"город Ташкент, Chilonzor район, Чиланзар-6",Chilonzor,2,65.0,1,5,43000,41.2857552,69.2117625
1295,"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,58.0,3,5,57500,41.2911414,69.2601933
1296,"город Ташкент, Mirzo Ulugbek район, Салом",Mirzo Ulugbek,2,62.0,8,9,51498,41.3284788,69.3246067
1297,"город Ташкент, Yashnobod район, Махтумкули",Yashnobod,2,62.0,2,7,53000,41.3090182,69.2870704
1298,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,2,57.0,3,5,36000,41.3292204,69.3473509
1299,"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,1,42.0,2,5,36000,41.2818558,69.2552666
1300,"город Ташкент, Mirzo Ulugbek район, Лашкарлар",Mirzo Ulugbek,2,65.0,6,12,53500,41.3292204,69.3473509
1301,"город Ташкент, Mirzo Ulugbek район, Алтынтепа",Mirzo Ulugbek,2,48.36,4,9,31307,41.3292204,69.3473509
1302,"город Ташкент, Mirzo Ulugbek район, Асака",Mirzo Ulugbek,4,157.0,5,9,204100,41.3163152,69.3020656
1303,"город Ташкент, Chilonzor район, Улица волгоградская",Chilonzor,1,30.0,3,4,23000,41.259418,69.1804708
1304,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,3,67.0,3,4,39000,41.2770171,69.1909015
1305,"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,3,68.0,6,9,41500,41.2953086,69.182706
1306,"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,2,41.0,5,5,36000,41.2953086,69.182706
1307,"город Ташкент, Uchtepa район, Чиланзар 14-й квартал",Uchtepa,4,138.0,2,4,95000,41.2962523,69.1909015
1308,"город Ташкент, Uchtepa район, Чиланзар 14-й квартал",Uchtepa,3,72.0,3,4,48000,41.2962523,69.1909015
1309,"город Ташкент, Uchtepa район, Чиланзар 14-й квартал",Uchtepa,2,70.0,1,4,78000,41.2962523,69.1909015
1310,"город Ташкент, Uchtepa район, Чиланзар 14-й квартал",Uchtepa,2,50.0,1,4,50000,41.2962523,69.1909015
1311,"город Ташкент, Uchtepa район, Чиланзар 13-й квартал",Uchtepa,3,77.0,4,4,47000,41.290141,69.1871763
1312,"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",Uchtepa,4,116.0,2,9,105000,41.281265,69.1879213
1313,"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",Uchtepa,3,100.0,3,4,71000,41.281265,69.1879213
1314,"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",Uchtepa,2,70.0,1,4,49500,41.281265,69.1879213
1315,"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",Uchtepa,2,50.0,4,4,37000,41.281265,69.1879213
1316,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,3,65.0,1,5,47000,41.2770171,69.1909015
1317,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,2,41.0,4,4,31000,41.2829494,69.1968618
1318,"город Ташкент, Mirzo Ulugbek район, Хумаюн",Mirzo Ulugbek,4,86.0,4,4,47000,41.3427418,69.3875774
1319,"город Ташкент, Mirzo Ulugbek район, Дархан",Mirzo Ulugbek,2,62.0,4,12,53000,41.3200874,69.3013967
1320,"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",Mirzo Ulugbek,3,76.0,2,5,48000,41.3375577,69.3726789
1321,"город Ташкент, Mirzo Ulugbek район, Карасу-1",Mirzo Ulugbek,2,62.0,2,5,38000,41.3375577,69.3726789
1322,"город Ташкент, Mirzo Ulugbek район, Карасу-2",Mirzo Ulugbek,3,73.0,4,5,41500,41.3318205,69.3644846
1323,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,2,48.0,5,5,31000,41.2814223,69.1760005
1324,"город Ташкент, Chilonzor район, площадь Актепа",Chilonzor,2,52.0,4,5,37000,41.3001561,69.2108312
1325,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",Uchtepa,4,80.0,1,4,80000,41.2978921,69.1804708
1326,"город Ташкент, Chilonzor район, Чиланзар-Ц",Chilonzor,2,45.0,2,5,43500,41.2798237,69.2058023
1327,"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,2,50.0,3,5,36000,41.2798237,69.2058023
1328,"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,2,47.0,2,5,39500,41.2798237,69.2058023
1329,"город Ташкент, Chilonzor район, Чиланзар квартал И",Chilonzor,4,100.0,1,4,100000,41.259418,69.1804708
1330,"город Ташкент, Chilonzor район, Чиланзар квартал Е",Chilonzor,2,54.0,5,5,36000,41.259418,69.1804708
1331,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,1,38.0,3,5,26500,41.2867929,69.1789807
1332,"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",Uchtepa,4,78.0,2,4,52000,41.2771751,69.1789807
1333,"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",Uchtepa,3,72.0,5,5,47500,41.2771751,69.1789807
1334,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,4,80.0,2,5,55500,41.2797359,69.1670599
1335,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,2,58.0,5,5,32000,41.2814223,69.1760005
1336,"город Ташкент, Chilonzor район, Чиланзар квартал Г9",Chilonzor,4,72.0,5,5,51000,41.259418,69.1804708
1337,"город Ташкент, Chilonzor район, Чиланзар квартал Г9",Chilonzor,3,110.0,4,4,78500,41.259418,69.1804708
1338,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,3,70.0,2,4,41000,41.2894422,69.2058023
1339,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,3,57.0,4,4,55000,41.2857552,69.2117625
1340,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,3,70.0,2,4,47500,41.2916859,69.2177228
1341,"город Ташкент, Chilonzor район, Наккашлык",Chilonzor,4,78.0,4,4,57000,41.259418,69.1804708
1342,"город Ташкент, Uchtepa район, Гулистон",Uchtepa,2,49.0,1,4,46000,41.2978921,69.1804708
1343,"город Ташкент, Chilonzor район, Алмазар",Chilonzor,3,93.0,5,9,83500,41.2573956,69.1959189
1344,"город Ташкент, Chilonzor район, Алмазар",Chilonzor,5,160.0,6,9,90000,41.2573956,69.1959189
1345,"город Ташкент, Chilonzor район, Шарк",Chilonzor,3,92.0,7,9,52500,41.300608,69.227256
1346,"город Ташкент, Chilonzor район, Шарк",Chilonzor,3,75.0,1,9,46000,41.3112269,69.2701272
1347,"город Ташкент, Chilonzor район, Аль-Хорезми-1",Chilonzor,4,105.0,8,9,50000,41.262123,69.1647666
1348,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",Uchtepa,3,75.0,3,4,51000,41.2978921,69.1804708
1349,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",Uchtepa,2,55.0,4,4,38000,41.2978921,69.1804708
1350,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",Uchtepa,4,102.0,5,12,53000,41.2978921,69.1804708
1351,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,5,92.0,5,5,50000,41.2857552,69.2117625
1352,"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,63.0,6,8,41000,41.2911414,69.2601933
1353,"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,3,67.0,4,4,70000,41.3245206,69.2773236
1354,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",Uchtepa,3,68.0,5,9,40500,41.2978921,69.1804708
1355,"город Ташкент, Chilonzor район, Чиланзар-10",Chilonzor,2,50.0,3,5,36000,41.2829494,69.1968618
1356,"город Ташкент, Chilonzor район, Чиланзар-10",Chilonzor,2,50.0,2,5,34500,41.2829494,69.1968618
1357,"город Ташкент, Chilonzor район, Чиланзар-8",Chilonzor,2,54.0,2,5,36000,41.2894422,69.2058023
1358,"город Ташкент, Yunusobod район, Ахмад Даниш",Yunusobod,3,78.0,5,9,65000,41.3616967,69.2817965
1359,"город Ташкент, Chilonzor район, Чиланзар",Chilonzor,2,50.0,3,5,35500,41.259418,69.1804708
1360,"город Ташкент, Chilonzor район, Чиланзар-9",Chilonzor,2,54.0,2,5,36000,41.2901628,69.1968618
1361,"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,4,110.0,3,4,105000,41.2798237,69.2058023
1362,"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,3,82.0,3,9,63500,41.2798237,69.2058023
